Fertility,Magma_Series,Deposit,AUTHOR,Si,Al,Fe,Mg,Ca,Na,K,Ti,Mn,Sr,Y,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu
1,CA,Corrocohuayco,Chelle Michou et al,295372.1263,90184.31812,31960.90958,7357.037941,28301.75436,37018.68806,24074.28553,3056.648778,464.6745811,864,13.72,15.07,32.39,3.95,16.48,3.14,0.84,2.67,0.428,2.49,0.496,1.52,0.246,1.41,0.212
1,CA,Corrocohuayco,Chelle Michou et al,301402.0368,90501.86853,28935.48367,6995.216403,26872.37283,39541.00348,20504.65009,2577.17446,387.2288176,862,10.69,13.35,27.52,3.24,13.82,2.69,0.65,2.08,0.325,1.81,0.365,1.02,0.154,1.15,0.163
1,CA,Corrocohuayco,Chelle Michou et al,309722.3784,91719.14513,23194.93195,4824.287175,15580.25871,42508.43338,25734.58109,2277.503011,154.891527,885,12.64,16.38,32.38,4.07,17.16,3.15,0.8,2.67,0.356,2.17,0.394,1.11,0.189,1.24,0.176
1,CA,Corrocohuayco,Chelle Michou et al,303598.9809,90078.46798,22108.88162,3859.42974,20154.27962,43547.03385,24157.30031,2217.568722,154.891527,861,9.61,13.92,30.43,3.61,14.31,2.89,0.74,2.33,0.278,1.86,0.37,0.92,0.145,1.09,0.173
1,CA,Corrocohuayco,Chelle Michou et al,307011.2559,91719.14513,22341.60669,5005.197944,18224.61455,45030.7488,21417.81265,2217.568722,232.3372906,931,10.69,16.39,30.71,3.86,15.48,3.08,0.7,2.47,0.312,1.94,0.349,1.05,0.165,1.18,0.153
1,CA,Corrocohuayco,Chelle Michou et al,315799.0324,90872.34402,17997.40539,3497.608202,18439.02178,40802.16119,21749.87176,1857.962983,154.891527,831,11.12,11.77,20.29,2.76,10.91,2.35,0.54,2.04,0.265,1.59,0.336,1.01,0.132,1.04,0.156
1,CA,Corrocohuayco,Chelle Michou et al,306450.3339,90872.34402,22264.03167,5125.805123,20225.7487,44140.51983,21832.88653,2157.634432,232.3372906,877,9.27,14.28,29.1,3.46,13.88,2.76,0.6,2.07,0.296,1.54,0.31,0.91,0.147,0.95,0.177
1,CA,Corrocohuayco,Chelle Michou et al,297195.1225,86426.6382,23815.53214,4643.376406,29016.44513,39837.74647,22912.07864,2157.634432,232.3372906,778,9.06,12.05,28.09,3.13,13.24,2.76,0.58,1.93,0.248,1.59,0.324,0.91,0.162,0.93,0.147
1,CA,Corrocohuayco,Chelle Michou et al,309675.6349,90448.94346,20790.10623,4040.340509,21083.37762,43621.21959,24655.38898,2097.700142,309.7830541,964,8.66,12.59,24.69,2.95,12.54,2.41,0.59,1.93,0.25,1.61,0.322,0.87,0.14,0.97,0.162
1,CA,Corrocohuayco,Chelle Michou et al,308787.5086,90713.56881,15902.87977,3738.82256,15151.44425,42953.54787,23161.12298,1798.028693,619.5661082,814,8.03,7.97,16.99,1.94,8.07,1.81,0.42,1.45,0.203,1.3,0.263,0.72,0.102,0.8,0.096
1,CA,Corrocohuayco,Chelle Michou et al,321081.047,88226.09055,14584.10437,2713.661536,5217.242597,44585.63431,21998.91609,1438.422955,77.44576352,812,6.35,6.27,11.96,1.71,7.31,1.5,0.43,1.31,0.168,1.02,0.199,0.51,0.077,0.67,0.09
1,CA,Corrocohuayco,Chelle Michou et al,318510.1549,93518.59748,13653.20409,964.8574349,6646.62413,47404.69272,22663.03431,2037.765852,77.44576352,730,8.21,9.36,18.17,2.47,10.39,2.13,0.47,1.8,0.229,1.45,0.264,0.79,0.126,0.86,0.124
1,CA,Corrocohuayco,Chelle Michou et al,310937.7092,92248.39582,18928.30567,4462.465637,9648.32535,43324.4766,23493.18209,1917.897273,387.2288176,785,7.67,9.34,19.42,2.32,10,2.06,0.48,1.64,0.193,1.47,0.261,0.79,0.121,0.82,0.11
1,CA,Corrocohuayco,Chelle Michou et al,296213.5092,90396.01839,23582.80707,5487.626661,20940.43946,42434.24763,22829.06387,2457.305881,387.2288176,675,8.31,11.39,23.23,2.88,12.55,2.74,0.59,1.89,0.268,1.57,0.305,0.85,0.141,0.88,0.138
1,CA,Corrocohuayco,Chelle Michou et al,298176.7359,89443.36715,23350.082,5005.197944,21583.66115,42434.24763,22995.09342,2457.305881,387.2288176,639,8.53,11.4,22.9,2.78,12.19,2.47,0.54,1.75,0.242,1.55,0.309,0.84,0.148,0.93,0.146
0,CA,Cuellaje,Shutte et al ,309537.1947,87748.69304,27900.40855,10188.88218,28529.01657,32765.38426,12139.60034,2487.206924,306.0870247,563,5.9,8.466953636,16.99921718,2.015026023,8.955200289,1.908682719,0.548179927,1.502836493,0.17152176,0.913114816,0.191051572,0.474486402,0.064039034,0.519747046,0.086505629
0,CA,Cuellaje,Shutte et al ,307062.2402,87615.05142,28941.24068,11398.84186,31213.80079,32916.92812,12470.85757,2623.566052,385.2402272,577,7.5,9.061548839,18.36011618,2.206900019,9.699584809,1.879604415,0.534339966,1.460025199,0.208616285,1.306571286,0.237959205,0.686202789,0.08803033,0.623977635,0.104232698
0,CA,Cuellaje,Shutte et al ,311615.6682,85199.26138,29538.41209,11180.41636,29564.33643,33276.28683,12908.6812,2568.891056,463.1810473,555,7.1,10.78605683,20.28904692,2.380052919,10.22208396,2.000736966,0.603483806,2.040537548,0.249338235,1.242902559,0.215643301,0.735180882,0.098139368,0.815260279,0.091389243
1,CA,Don Manuel,Gilmer,321548.4819,80551.9555,21693.03908,5367.019482,15365.85148,34422.18689,24904.43331,2037.765852,387.2288176,565,8.7,24.03,46.53,5.38,18.52,3.22,0.87,2.43,0.27,1.47,0.25,0.75,0.13,0.83,0.15
1,CA,Don Manuel,Gilmer,326222.8311,83145.2839,11348.6507,5909.751789,15222.91333,35015.67287,23825.2412,2157.634432,232.3372906,587,8.3,26.49,46.62,5.35,18.57,3.24,0.82,2.14,0.28,1.36,0.25,0.75,0.11,0.76,0.12
1,CA,Don Manuel,Gilmer,314723.932,82245.55772,30188.87218,11156.16409,18939.30532,30490.34227,26149.65497,3236.451648,232.3372906,542,6,15.24,29.75,3.8,14.03,2.44,0.8,1.69,0.27,1.22,0.23,0.7,0.1,0.71,0.12
1,CA,Don Manuel,Gilmer,294250.2825,89019.96659,31092.19369,14111.03999,30946.1102,37315.43105,12701.26099,4015.597415,464.6745811,712,6.9,15.2,29.78,3.65,13.5,2.71,0.89,1.9,0.24,1.25,0.23,0.65,0.1,0.64,0.09
1,CA,Don Manuel,Gilmer,295325.3828,84150.86021,39253.89453,13266.78973,17224.04748,30193.59928,29553.26086,3356.320227,154.891527,688,6,21.89,43.07,5.33,20.44,3.86,0.94,2.28,0.23,1.1,0.19,0.53,0.08,0.52,0.09
1,CA,Don Manuel,Gilmer,279385.852,83939.15994,40899.63543,19538.36306,33304.58973,30787.08526,20836.7092,4794.743182,464.6745811,794,11.1,21.68,45.84,6.1,24.29,4.96,1.17,3.03,0.37,1.97,0.33,0.97,0.15,0.88,0.13
1,CA,Don Manuel,Gilmer,288454.0895,86850.03875,35056.44838,14533.16511,45954.6163,40505.4182,1577.280776,4075.531704,774.4576352,767,11.8,12.77,28.65,4.16,17.78,4.05,1.11,2.88,0.37,2.08,0.38,1.06,0.17,1.07,0.17
1,CA,Don Manuel,Gilmer,282237.2051,90184.31812,44539.56745,13387.39691,45954.6163,30490.34227,7222.28566,3476.188807,542.1203446,586,16.2,17.99,35.67,4.7,18.7,4.1,1.1,3.15,0.44,2.71,0.51,1.47,0.24,1.67,0.24
1,CA,Don Manuel,Gilmer,261249.3771,82510.18307,62650.77028,41066.74457,26872.37283,16691.79321,26315.68453,4974.546051,387.2288176,574,9.5,13.47,29.05,3.76,14.57,2.95,0.67,2.24,0.26,1.53,0.28,0.84,0.14,0.9,0.16
1,CA,Don Manuel,Gilmer,258164.3066,93941.99804,59414.29056,20322.30972,43095.85323,34199.62965,14776.63043,5513.954659,1084.240689,551,18.5,15.61,32.7,4.48,18.94,4.82,1.49,3.45,0.5,2.99,0.59,1.73,0.26,1.88,0.27
1,CA,Don Manuel,Gilmer,252508.3441,99975.45594,55810.48767,20262.00613,54959.71996,33531.95792,8965.595991,4914.611761,851.9033987,626,18.5,14.37,30.97,4.23,18.02,4.49,1.23,3.51,0.51,3.08,0.6,1.77,0.27,1.69,0.28
1,CA,Don Manuel,Gilmer,240168.0622,102145.3838,67858.71272,19055.93434,54102.09104,36796.13081,7969.418659,4914.611761,774.4576352,600,21.6,18.02,41.29,6.01,25.94,6.02,1.09,4.51,0.62,3.76,0.67,1.99,0.29,1.88,0.29
1,CA,Don Manuel,Gilmer,335150.8381,78382.02766,12304.16045,2773.965125,12435.61934,37760.54553,23161.12298,1258.620085,542.1203446,437,9.3,26.52,51.59,6,20.42,3.43,0.8,2.49,0.28,1.55,0.28,0.83,0.14,0.96,0.16
1,CA,Don Manuel,Gilmer,334543.1727,78752.50314,6529.360674,3015.179484,14222.34626,43695.40534,8716.551658,1318.554375,464.6745811,395,10.6,25.39,50.63,6.48,24,4.36,0.73,2.5,0.29,1.7,0.3,0.91,0.14,0.94,0.14
1,CA,Don Manuel,Gilmer,245496.8203,93836.1479,66226.37255,22915.36408,59033.45733,22329.91003,3735.664996,5513.954659,1239.132216,609,18.6,13.84,30.22,4.18,17.64,4.28,1.27,3.83,0.53,3.04,0.57,1.58,0.26,1.54,0.25
1,CA,Dos Amigos,Richards,302430.3936,73618.77142,66576.56393,10613.43178,12149.74303,28784.07007,15191.70432,2403.36502,503.3974629,269,11,5.81,12.3,1.68,7.18,1.8,0.567,1.83,0.31,1.92,0.4,1.2,0.192,1.35,0.229
1,CA,Dos Amigos-Tricolor,Richards,308133.0997,78752.50314,40121.0869,9347.056401,21583.66115,28932.44157,12286.1871,2205.581864,844.1588224,329,16,13.4,26.9,3.13,12.7,2.75,0.868,2.21,0.38,2.46,0.52,1.61,0.261,1.85,0.31
1,CA,Dos Amigos-Tricolor,Richards,310844.2222,77746.92683,46129.69997,9045.538452,21726.59931,26484.3119,16104.86687,2103.693571,960.3274677,321,14,10.8,21.6,2.64,10.3,2.31,0.753,2.03,0.34,2.14,0.45,1.37,0.218,1.55,0.268
0,CA,El Abra,Ballard,283265.5619,87855.61507,41125.83114,16945.3087,35948.94556,27819.65535,24074.28553,4974.546051,697.0118717,519,19.97,25.5,53.5,6.29,24.8,4.8,1.04,4.08,0.57,3.65,0.71,2.04,0.312412811,2.02,0.29
0,CA,El Abra,Ballard,292614.2603,86797.11368,37908.50421,14593.4687,33876.34234,27968.02685,26232.66975,4734.808892,697.0118717,692,20.6,23.8,50.6,6.02,24.1,4.78,1.09,4.23,0.61,3.95,0.75,2.14,0.331637772,2.17,0.31
0,CA,El Abra,Ballard,274384.2984,89972.61784,46581.29854,18754.41639,39593.86847,27671.28386,23908.25598,5334.15179,542.1203446,493,25.2,32.6,68.3,7.89,30.2,5.92,1.2,5.05,0.74,4.71,0.93,2.61,0.406269934,2.67,0.4
0,CA,El Abra,Ballard,278591.2127,87326.36437,45741.99586,19538.36306,41452.06447,27522.91236,23244.13776,5094.414631,851.9033987,546,18.49,23.8,51.2,6.04,23.8,4.65,1.05,3.85,0.54,3.47,0.68,1.89,0.29546512,1.95,0.29
0,CA,El Abra,Ballard,284667.8666,87326.36437,43433.9135,17246.82665,37664.2034,27745.46961,25568.55153,5214.28321,774.4576352,461,20.04,24.3,51.3,6.04,23.8,4.76,1.06,4.2,0.59,3.7,0.73,2,0.31853028,2.14,0.32
0,CA,El Abra,Ballard,318323.1809,77799.8519,26298.15053,8020.377428,20297.21777,24407.11096,40428.19674,3596.057386,464.6745811,258,24.84,36.1,78,8.75,32.2,6.04,0.76,4.87,0.7,4.41,0.87,2.53,0.403930338,2.72,0.39
0,CA,El Abra,Ballard,266905.3397,94206.62339,47140.83365,21709.29229,43167.32231,29896.85629,16519.94076,5214.28321,851.9033987,865,14.53,17.8,37.5,4.49,18.5,3.71,1.05,3.16,0.44,2.65,0.5,1.37,0.210069856,1.36,0.19
0,CA,El Abra,Ballard,288407.346,88384.86576,42874.37838,14774.37947,34805.44034,29674.29904,26398.69931,5094.414631,697.0118717,416,20.61,27.7,59.5,6.96,27.5,5.25,1.04,4.42,0.63,3.94,0.75,2.22,0.349318983,2.32,0.34
0,CA,El Abra,Ballard,311779.092,80446.10536,29795.24501,9286.752811,23013.04269,24926.4112,38186.79774,3835.794545,619.5661082,565,25.22,29.5,63.8,7.43,28.3,5.37,0.88,4.49,0.66,4.19,0.81,2.36,0.369330202,2.44,0.37
0,CA,El Abra,Ballard,287005.0413,89443.36715,39517.16768,15196.5046,32875.77527,29006.62732,24655.38898,4794.743182,542.1203446,456,13.89,23.3,48.8,5.65,22.4,4.51,0.98,3.81,0.54,3.4,0.67,1.89,0.29546512,1.95,0.3
1,CA,El Abra,Ballard,301028.0889,87326.36437,30704.48958,10914.94973,29945.54312,30638.71376,24489.35942,3476.188807,387.2288176,562,13.82,23.1,47.2,5.43,21,3.82,0.92,3.15,0.41,2.6,0.48,1.33,0.209283599,1.39,0.21
1,CA,El Abra,Ballard,307104.7428,80446.10536,33921.8165,10372.21743,24585.36237,24110.36797,38601.87163,4495.071733,542.1203446,339,22.53,30.6,64.7,7.5,28.3,5.65,0.93,4.44,0.66,4.17,0.8,2.29,0.363159996,2.43,0.36
1,CA,El Abra,Ballard,286070.1714,90501.86853,41195.77303,16945.3087,37020.98171,27968.02685,23908.25598,4495.071733,774.4576352,755,17.39,22.5,47.4,5.53,22.1,4.39,0.95,3.64,0.52,3.24,0.64,1.78,0.274701203,1.79,0.27
1,CA,El Abra,Ballard,341694.927,74624.34774,12589.54015,2231.232818,9219.51089,25223.15419,42503.56618,1618.225824,154.891527,230,17.18,24.3,49.3,5.54,20,3.58,0.47,3.08,0.45,2.96,0.61,1.8,0.290052407,1.97,0.3
1,CA,El Abra,Ballard,317388.3111,79916.85467,25668.67352,7417.341531,20583.09408,25816.64017,37024.59085,2936.780199,387.2288176,352,23.51,30.1,63.5,7.34,28.1,5.36,0.96,4.26,0.61,3.91,0.74,2.16,0.342386491,2.29,0.32
1,CA,El Abra,Ballard,296821.1746,88914.11645,34481.35162,12060.71794,31660.80096,30267.78503,25900.61064,3775.860256,464.6745811,350,21.93,24.5,50.9,5.81,22.7,4.21,0.95,3.29,0.46,2.73,0.51,1.43,0.229275641,1.55,0.22
1,CA,El Abra,Ballard,292614.2603,89443.36715,37768.62044,13930.12922,35019.84757,29674.29904,23908.25598,4015.597415,697.0118717,595,14.56,23.4,48.8,5.76,22.9,4.38,0.96,3.38,0.46,2.89,0.53,1.4,0.223891693,1.51,0.22
1,CA,El Abra,Ballard,297756.0444,88384.86576,33362.28138,12482.84306,25943.27483,29451.7418,27394.87664,3775.860256,464.6745811,495,14.88,24.5,49.5,5.66,21.7,3.93,0.91,3,0.42,2.53,0.48,1.35,0.209293187,1.37,0.21
1,CA,El Abra,Ballard,301028.0889,86797.11368,30564.6058,11035.55691,29945.54312,29971.04203,26232.66975,3536.123096,542.1203446,570,13.18,29.1,55.9,6.14,22.8,3.87,0.88,3.09,0.4,2.45,0.47,1.28,0.203890062,1.37,0.22
1,CA,El Abra,Ballard,311779.092,85209.3616,25878.49919,8382.198966,26372.08929,30119.41353,28474.06875,2936.780199,387.2288176,479,11.72,31.7,60.8,6.67,24.6,4.23,0.85,3.32,0.47,2.81,0.52,1.48,0.241572904,1.66,0.25
1,CA,El Abra,Ballard,311779.092,89443.36715,27976.75588,8683.716914,27015.31098,30416.15652,28058.99486,3476.188807,464.6745811,567,17.61,25,51.1,5.87,23,4.19,0.91,3.42,0.49,2.95,0.57,1.5,0.234678766,1.55,0.22
1,CA,El Abra,Ballard,296353.7397,88384.86576,33781.93272,13327.09332,33233.12065,30490.34227,24489.35942,3835.794545,542.1203446,557,13.09,22.1,44.4,5.09,19.6,3.49,0.86,2.88,0.41,2.37,0.43,1.26,0.19007302,1.21,0.18
1,CA,El Abra,Ballard,302897.8286,91560.36992,26018.38297,9166.145632,26443.55837,33828.70091,22663.03431,3056.648778,464.6745811,974,8.32,21,41.5,4.71,18.1,3.1,0.83,2.13,0.27,1.6,0.3,0.84,0.12697104,0.81,0.12
1,CA,El Abra,Ballard,305235.0032,88914.11645,26577.91808,9829.485118,28301.75436,32790.10044,23576.19687,3176.517358,619.5661082,718,8.35,20.1,39.4,4.41,16.8,2.98,0.79,2.15,0.27,1.57,0.28,0.78,0.123106871,0.82,0.12
1,CA,El Abra,Ballard,308039.6127,89443.36715,21542.10203,6693.698455,23084.51176,36351.01633,20338.62054,2577.17446,309.7830541,798,7.26,20.4,38.2,4.38,16.6,2.77,0.79,1.9,0.24,1.4,0.27,0.71,0.113868342,0.77,0.11
1,CA,El Abra,Ballard,313648.8317,87855.61507,23080.8236,7055.519993,22941.57361,35460.78736,23908.25598,2517.24017,542.1203446,737,8.64,22.7,43.2,4.84,18,3.13,0.84,2.21,0.28,1.58,0.31,0.82,0.134632259,0.93,0.14
1,CA,El Abra,Ballard,306637.3079,89443.36715,26298.15053,9045.538452,27801.47082,34348.00114,22746.04909,3296.385937,232.3372906,603,13.45,25.6,54.5,6.37,23.8,4.28,0.95,3.21,0.43,2.55,0.49,1.36,0.215434627,1.44,0.2
1,CA,El Abra,Ballard,314116.2666,88384.86576,22101.63714,6573.091275,28301.75436,34496.37264,21334.79787,2816.911619,464.6745811,495,6.82,16.6,31.6,3.6,13.3,2.48,0.62,1.67,0.23,1.31,0.24,0.62,0.096182337,0.63,0.1
1,CA,El Abra,Ballard,318790.6159,83092.35883,24199.89383,7598.2523,21226.31577,29822.67054,29138.18697,3116.583068,154.891527,560,13.28,22.8,45.5,5.36,20.1,3.68,0.8,2.88,0.4,2.42,0.47,1.32,0.217716693,1.51,0.23
1,CA,El Abra,Ballard,306169.873,89972.61784,27347.27887,8864.627683,27515.59452,32196.61446,24738.40375,3116.583068,387.2288176,626,11.74,23.9,50.2,5.77,22,3.75,1.01,2.89,0.39,2.35,0.45,1.26,0.206948797,1.43,0.22
1,CA,El Abra,Ballard,312713.9619,86797.11368,21751.9277,7779.163069,25300.05314,34570.55839,25070.46286,2517.24017,154.891527,608,8.74,16.1,33.5,3.98,15.5,2.79,0.74,2.03,0.27,1.63,0.29,0.82,0.132331017,0.9,0.14
1,CA,El Abra,Ballard,319725.4857,81504.60675,20632.85746,10070.69948,23942.14068,30416.15652,27394.87664,2517.24017,309.7830541,604,10.65,17,34.3,4.08,16,3.27,0.73,2.55,0.35,2.19,0.39,1.2,0.191578416,1.29,0.2
1,CA,El Abra,Ballard,333281.0984,91560.36992,2168.198581,663.3394865,21440.723,46959.57824,5063.90144,4195.400284,77.44576352,539,18.5,30.5,74.2,9.27,35.9,6.5,1.12,4.47,0.59,3.64,0.71,2.02,0.33081316,2.28,0.33
1,CA,El Abra,Ballard,362262.0635,64568.58457,5525.409286,723.6430762,4359.613677,20475.26634,49891.8814,719.2114773,77.44576352,62,13.39,33.5,67,7.19,24.4,3.95,0.25,2.74,0.38,2.24,0.44,1.3,0.227679154,1.66,0.27
1,CA,El Abra,Ballard,357120.2793,65627.08595,6644.479521,2351.839998,5931.933364,22626.65302,43748.78785,1438.422955,77.44576352,115,13.91,29.3,57.5,6.06,20.2,3.29,0.34,2.45,0.35,2.23,0.45,1.41,0.251511394,1.86,0.29
0,CA,El Abra,Ballard,316453.4412,77799.8519,27137.4532,7899.770248,20154.27962,23442.69624,40013.12285,4015.597415,464.6745811,219,27.46,33.3,72.6,8.17,30.8,5.82,0.82,4.72,0.795724262,5.01,0.98,2.85,0.44167071,2.89,0.44
0,CA,El Abra,Ballard,285135.3016,83092.35883,45252.40263,17126.21947,37092.45079,26484.3119,28391.05397,5154.34892,929.3491622,411,19.93,39.1,86.1,9.95,38.4,7.42,1.07,6.13,0.814288986,3.52,0.69,2.06,0.348475194,2.47,0.37
0,CA,El Abra,Ballard,296353.7397,83092.35883,36579.60831,12181.32512,27944.40898,26929.42638,35447.31008,5094.414631,697.0118717,315,23.53,31.6,69,7.83,30.4,5.68,0.94,4.84,0.749376976,4.23,0.84,2.43,0.381637054,2.53,0.37
0,CA,El Abra,Ballard,303832.6984,82563.10814,32173.26926,9708.877939,23298.91899,26929.42638,37688.70907,4734.808892,464.6745811,282,29.56,28.8,61.7,7.25,27.8,5.43,0.86,4.35,0.792981033,5.43,1.06,2.99,0.474722302,3.18,0.46
0,CA,El Abra,Ballard,284667.8666,84150.86021,41195.77303,14714.07588,32304.02265,26855.24063,33537.97019,5573.888949,774.4576352,364,23.7,29.7,64.6,7.6,29.3,5.74,1.03,4.78,0.751272164,4.33,0.84,2.46,0.386253921,2.56,0.36
0,CA,El Abra,Ballard,272047.1238,84150.86021,44762.8094,23518.39998,38235.95602,34570.55839,30549.43819,5034.480341,542.1203446,388,21.5,28.8,60.4,6.94,26.7,4.97,1,4.02,0.663260255,4.07,0.79,2.19,0.348537519,2.34,0.33
0,CA,El Abra,Ballard,293081.6952,92089.62061,36649.5502,15739.23691,27658.53267,27003.61213,20587.66487,4315.268864,387.2288176,481,15.7,22,45.1,5.12,19.8,3.72,0.89,2.99,0.48765677,2.95,0.59,1.7,0.262389557,1.71,0.24
0,CA,El Abra,Ballard,322997.5301,80446.10536,19513.78722,10251.61025,10077.13981,23665.25349,37937.75341,5034.480341,77.44576352,276,15.73,27.8,60.8,6.84,25.8,4.85,0.78,4.03,0.596663225,3.15,0.6,1.65,0.262365586,1.76,0.24
0,CA,El Abra,Ballard,305702.4381,82563.10814,32383.09493,12482.84306,17295.51655,25297.33994,34866.20663,5094.414631,154.891527,266,13.94,28.9,63.3,7.34,28.2,5.32,0.92,4.63,0.608528425,2.57,0.5,1.43,0.224673156,1.49,0.21
0,CA,El Abra,Ballard,300093.219,80446.10536,41615.42437,15920.14768,25371.52222,26484.3119,22663.03431,4435.137443,697.0118717,380,18.8,23.5,50.4,5.87,23.2,4.5,0.94,3.71,0.60652631,3.68,0.67,1.94,0.304694061,2.02,0.28
0,CA,El Abra,Ballard,263165.8603,94735.87408,56233.27931,25327.50767,36020.41464,23220.139,24074.28553,5873.560398,1161.686453,1181,22.88,25.4,53.3,6.21,24.5,4.64,0.98,3.85,0.661047974,4.25,0.84,2.36,0.364727717,2.38,0.36
0,CA,El Abra,Ballard,254284.5968,95794.37546,61968.51427,28041.1692,47669.87414,27003.61213,11705.08366,5154.34892,1084.240689,650,15.95,16.7,33.7,4.08,17.4,3.61,0.95,3.31,0.530622952,3.14,0.58,1.6,0.247,1.61,0.24
0,CA,El Abra,Ballard,310376.7873,81504.60675,30075.01257,10673.73537,15222.91333,25668.26867,33454.95541,4734.808892,154.891527,270,17.73,29.6,65.9,7.67,29.9,5.74,0.87,4.62,0.662651877,3.32,0.62,1.8,0.280080357,1.84,0.26
1,CA,El Abra,Ballard,299158.3492,91560.36992,35390.59619,11276.77127,21440.723,27597.09811,26232.66975,4255.334574,154.891527,458,22.5,23,45.7,5.08,20,3.87,0.99,3.56,0.626672815,4.14,0.81,2.29,0.355489189,2.33,0.33
1,CA,El Abra,Ballard,308974.4825,80975.35606,28816.05855,13869.82563,15508.78964,26039.19741,35032.23619,5094.414631,309.7830541,257,15.25,32.4,70.4,7.98,30.5,5.71,0.91,4.72,0.644573855,2.95,0.57,1.7,0.263923719,1.73,0.26
1,CA,El Abra,Ballard,331411.3587,77799.8519,11820.17936,5065.501533,11006.23781,26781.05489,38269.81252,2097.700142,77.44576352,276,23.31,22.9,53.2,5.88,21.7,3.91,0.65,2.94,0.585845171,4.35,0.84,2.39,0.372412908,2.45,0.36
1,CA,El Abra,Ballard,324399.8349,78329.10259,22521.28848,6934.912813,15222.91333,25890.82592,34285.10319,2277.503011,309.7830541,317,15.91,28.6,64,7.09,25.7,4.17,0.71,2.66,0.459925828,2.98,0.57,1.61,0.247771875,1.61,0.25
1,CA,El Abra,Ballard,319725.4857,83092.35883,23430.53305,8020.377428,21154.84669,27448.72662,28308.03919,2457.305881,309.7830541,474,12.18,14.6,25,2.5,9.1,1.54,0.48,1.16,0.261502666,2.13,0.41,1.28,0.219998758,1.58,0.24
1,CA,El Abra,Ballard,303365.2635,87326.36437,28256.52344,11337.07486,26014.74391,32344.98596,22746.04909,3476.188807,309.7830541,605,4.96,23.9,48.6,5.31,20,3.39,0.86,2.77,0.318019069,0.91,0.16,0.5,0.082317352,0.57,0.1
1,CA,El Abra,Ballard,307104.7428,88914.11645,24619.54517,11698.8964,23513.32622,31751.49998,21583.8422,3116.583068,309.7830541,553,9.83,17.4,32.8,3.57,13.4,2.34,0.68,1.73,0.296327655,1.9,0.34,1.02,0.167712616,1.16,0.18
1,CA,El Abra,Ballard,311779.092,88914.11645,17975.06565,9407.35999,23584.7953,33383.58642,20338.62054,3056.648778,154.891527,610,12.93,20.3,41.1,4.58,17.2,2.92,0.83,2.18,0.381902368,2.51,0.46,1.27,0.202351106,1.36,0.19
1,CA,El Abra,Ballard,307104.7428,88914.11645,20562.91557,8080.681017,22941.57361,32493.35745,24738.40375,2697.04304,309.7830541,698,7.65,22.3,44,4.72,17.1,2.87,0.87,2.06,0.289572823,1.4,0.27,0.73,0.120781658,0.84,0.13
1,CA,El Abra,Ballard,315518.5714,87855.61507,17415.53053,11578.28922,15008.5061,29896.85629,29055.17219,2936.780199,309.7830541,407,9.27,14.9,32.2,3.8,15.3,2.41,0.75,2.12,0.318494709,1.72,0.32,0.95,0.148502038,0.98,0.15
1,CA,El Abra,Ballard,311779.092,89443.36715,19793.55478,7537.94871,21941.00654,33754.51516,22081.93087,2397.371591,309.7830541,632,8.61,21.1,40.9,4.36,16.1,2.56,0.72,1.71,0.273235129,1.61,0.29,0.87,0.141559957,0.97,0.15
1,CA,El Abra,Ballard,329074.1841,89972.61784,15107.44817,4221.251278,15294.38241,36721.94507,25817.59586,1917.897273,77.44576352,680,9.99,20.7,40.5,4.3,15.3,2.7,0.87,2.11,0.303646617,1.53,0.28,0.94,0.148497244,0.99,0.13
1,CA,El Abra,Ballard,317855.746,86797.11368,16646.16975,4824.287175,16652.29486,34348.00114,25817.59586,2037.765852,154.891527,618,6.61,21.6,41.2,4.4,15.8,2.43,0.72,1.74,0.25027534,1.26,0.22,0.63,0.100022535,0.67,0.09
1,CA,El Abra,Ballard,284667.8666,88384.86576,42174.95949,16643.79075,34090.74957,25371.52568,24157.30031,4854.677471,542.1203446,534,7.9,23.4,49.5,5.69,22,4.1,0.97,3.45,0.442799087,1.77,0.33,0.9,0.150012228,1.05,0.15
0,CA,El Abra,Ballard,328606.7492,80446.10536,10701.10912,6211.269737,9934.201657,33235.21493,29138.18697,2217.568722,77.44576352,293,6.2,20.5,46.1,5.12,19.1,3.44,0.63,2.63,0.322196593,1.14,0.21,0.6,0.096939829,0.66,0.1
0,CA,El Abra,Ballard,336085.7079,76741.35051,8253.142984,6693.698455,10505.95427,24629.66821,40345.18196,1917.897273,232.3372906,257,7.42,28.2,57.7,6.12,21.3,3.71,0.59,2.66,0.335190056,1.28,0.26,0.76,0.127699767,0.9,0.14
0,CA,El Abra,Ballard,323932.4,79916.85467,20492.97368,6934.912813,15937.6041,28932.44157,30549.43819,2337.437301,77.44576352,347,13.74,23,52.4,6.02,21.8,3.81,0.72,2.88,0.432921253,2.34,0.47,1.38,0.238456638,1.72,0.26
0,CA,El Abra,Ballard,337488.0127,77799.8519,9721.922668,6211.269737,5288.711674,25742.45442,41341.35929,2097.700142,77.44576352,221,14.22,20.2,42.5,4.59,17,3.07,0.61,2.6,0.408258008,2.35,0.47,1.38,0.243826203,1.79,0.26
