Fertility,Magma_Series,Deposit,AUTHOR,Si,Al,Fe,Mg,Ca,Na,K,Ti,Mn,Sr,Y,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu
1,CA,El Abra,Ballard,330009.0539,78329.10259,18045.00754,5427.323071,9148.041814,24555.48246,36692.53174,2397.371591,77.44576352,308,16.44,29.2,65.6,7.35,27,4.76,0.85,3.77,0.542996977,2.74,0.55,1.69,0.292300912,2.11,0.31
1,CA,El Abra,Ballard,335618.273,75153.59843,13918.43605,5005.197944,6861.03136,22107.35279,46737.31984,2816.911619,77.44576352,186,11.21,30.1,66.2,7.28,26.9,5.44,0.74,4.6,0.578658945,2.2,0.42,1.15,0.183883637,1.24,0.18
1,CA,El Abra,Ballard,325802.1397,77799.8519,23010.88171,7537.94871,13865.00087,26558.49764,34534.14752,2457.305881,154.891527,366,16.22,28.3,63.7,7.58,28.8,5.29,0.89,3.84,0.573559638,3.07,0.59,1.62,0.266186607,1.84,0.27
1,CA,El Abra,Ballard,348239.0158,71978.09427,7343.898418,3738.82256,2858.763067,21736.42405,46488.27551,1917.897273,77.44576352,165,19.5,25.1,56.7,6.38,23.2,4.41,0.49,3.76,0.63967734,4.07,0.76,2.03,0.31624342,2.08,0.31
1,CA,El Abra,Ballard,337488.0127,72507.34496,9372.213219,5427.323071,3716.391987,23887.81073,47899.52673,3116.583068,77.44576352,148,17.92,35.2,76.7,8.57,31.9,6.13,0.73,4.91,0.682352239,3.23,0.62,1.8,0.298490295,2.08,0.32
1,CA,El Abra,Ballard,340760.0571,75153.59843,13498.78471,4160.947688,4645.489983,24555.48246,40345.18196,2097.700142,77.44576352,265,20.79,23.5,53.4,5.91,22.2,4.08,0.6,3.59,0.58977197,3.6,0.71,2.06,0.340037306,2.36,0.36
0,CA,El Abra,Ballard,306263.36,81398.75661,31963.44359,11879.80717,27515.59452,25000.59694,34202.08841,4315.268864,619.5661082,352,21.09,25.8,54.6,6.3,23.8,4.35,0.72,3.75,0.55,3.48,0.68,1.9,0.299305318,1.99,0.3
0,CA,El Abra,Ballard,311825.8355,78329.10259,29095.82611,9829.485118,23298.91899,23739.43924,36858.5613,3835.794545,929.3491622,397,19.03,27.5,59.3,6.74,25.7,4.56,0.66,3.86,0.54,3.37,0.68,1.96,0.313908618,2.12,0.32
0,CA,El Abra,Ballard,304861.0552,80657.80564,31613.73414,11216.46768,24085.07884,25223.15419,37688.70907,4135.465994,387.2288176,373,31.65,36.3,76,8.82,34.5,7,1.19,6.07,0.95,6.04,1.18,3.32,0.517837034,3.41,0.48
0,CA,El Abra,Ballard,300467.167,79652.22932,34901.00296,13387.39691,29159.38328,26558.49764,31296.57119,4674.874602,387.2288176,381,28.73,38,82,9.45,36,6.72,1.09,6.01,0.88,5.52,1.08,3.21,0.498607279,3.27,0.49
0,CA,El Abra,Ballard,307011.2559,80234.40509,31264.02469,11517.98563,26586.49652,25371.52568,33703.99975,4315.268864,619.5661082,413,29.34,35.5,76,8.45,32,6.46,1.07,5.47,0.81,5.23,1.03,2.88,0.475436646,3.3,0.49
0,CA,El Abra,Ballard,268447.8749,86373.71313,52806.12672,20865.04203,39165.05401,24778.0397,27643.92097,6832.509034,1316.57798,352,32.16,26,55.7,6.76,27.6,5.82,1.28,5.81,0.9,5.59,1.13,3.23,0.504753513,3.33,0.5
0,CA,El Abra,Ballard,279666.313,84944.73625,49448.91601,15678.93332,35663.06926,24778.0397,29553.26086,6712.640454,1084.240689,270,32.33,31.1,67.4,8.09,32.2,6.91,1.18,6.35,0.99,6.16,1.26,3.51,0.549378436,3.63,0.51
0,CA,El Abra,Ballard,276207.2946,88490.7159,49868.56735,17548.3446,29874.07405,29896.85629,28058.99486,6592.771875,1006.794926,354,29.29,25.3,53.2,6.43,26.7,5.93,1.38,5.6,0.82,5.43,1.07,3.1,0.481678766,3.16,0.45
0,CA,El Abra,Ballard,271906.8933,86426.6382,54554.67396,17307.13024,32661.36804,26632.68339,25070.46286,7012.311903,1626.361034,332,30.71,24.8,53.2,6.45,26.9,5.92,1.33,5.6,0.84,5.4,1.1,3.06,0.48319375,3.22,0.43
0,CA,El Abra,Ballard,319818.9727,78964.20342,29515.47745,3859.42974,17795.80009,17359.46494,44246.87651,2577.17446,851.9033987,112,47.48,45.3,98,11.6,46.3,9.4,1.5,8.28,1.25,8.39,1.78,5.2,0.818666925,5.44,0.83
0,CA,El Abra,Ballard,273309.1981,83198.20897,45741.99586,24000.82869,41452.06447,27671.28386,20504.65009,5573.888949,851.9033987,718,17.19,41.4,79.2,9,34.1,5.96,1.56,4.54,0.57,3.32,0.59,1.63,0.257753513,1.72,0.26
0,CA,El Abra,Ballard,252321.3701,93677.37269,68543.0519,31056.34869,18439.02178,41173.08992,19840.53187,8210.997699,309.7830541,403,19.34,29.5,62.6,7.98,33.4,6.55,1.71,5.2,0.68,4.07,0.74,2.19,0.327826339,2.07,0.31
0,CA,El Abra,Ballard,283499.2793,88120.24041,38887.69067,23277.18562,16723.76394,45846.79202,20421.63531,5034.480341,542.1203446,289,17.37,51.9,100.9,10.97,41.3,7.05,1.56,4.8,0.6,3.45,0.61,1.76,0.273924534,1.8,0.25
0,CA,El Abra,Ballard,305235.0032,83251.13404,30144.95446,11698.8964,12078.27396,28042.2126,44329.89129,3476.188807,387.2288176,145,12.21,44.2,77.9,8.24,29.5,4.55,1.13,3.33,0.41,2.41,0.43,1.27,0.204652349,1.39,0.19
1,CA,El Salvador,Lee,297008.1486,91719.14513,26506.09512,8563.109735,29874.07405,40060.30371,14693.61565,4465.104588,85.19033987,724,7.26,17.54,38.68,5.06,20.72,4.08,1.24,2.96,0.36,1.72,0.29,0.63,0.08,0.49,0.07
1,CA,El Salvador,Lee,307712.4082,86638.33847,22930.49284,7779.163069,27229.71821,36276.83058,19840.53187,3943.676267,232.3372906,616,7.01,19.97,40.9,5.06,19.98,3.83,1.13,2.73,0.34,1.62,0.27,0.64,0.08,0.5,0.08
1,CA,El Salvador,Lee,289762.9073,90396.01839,43062.68825,10432.52102,24728.30053,36944.50231,15855.82254,4465.104588,255.5710196,624,10.9,19.15,37.95,4.78,19.4,4.02,1.09,3.24,0.45,2.29,0.42,1.02,0.14,0.85,0.14
1,CA,El Salvador,Lee,288080.1416,96641.17657,28216.16577,15799.5405,17652.86194,42508.43338,21998.91609,5208.289781,178.1252561,562,7.59,19.65,38.58,4.66,17.19,2.97,1.01,2.22,0.3,1.58,0.3,0.81,0.12,0.84,0.14
1,CA,El Salvador,Lee,299438.8101,94788.79915,24251.91107,9226.449221,21083.37762,39170.07474,15689.79298,4740.802321,100.6794926,641,8.69,22.08,45.69,5.76,22.89,4.51,1.36,3.42,0.42,2.03,0.33,0.77,0.1,0.56,0.09
1,CA,El Teniente,Stern and Skewes,287472.4762,89443.36715,39947.87229,15678.93332,40737.3737,33680.32942,20753.69442,4614.940312,619.5661082,700,15,16.7,38.8,5.160445347,21.9,4.26,1,2.897373341,0.41,2.623224033,0.544344743,,,1.27,0.16
1,CA,El Teniente,Stern and Skewes,264100.7301,89443.36715,58526.85717,28945.72305,51457.7352,26929.42638,17433.10332,6592.771875,929.3491622,566,24,22.3,50,7.023527724,31.9,6.52,1.36,4.222665971,0.66,4.306974484,0.913649332,,,2.32,0.3
1,CA,El Teniente,Stern and Skewes,258958.946,93148.122,55106.09402,27136.61536,50743.04444,27077.79788,14942.65999,6712.640454,929.3491622,561,27,21.8,52.2,6.976836379,29.8,6.26,1.37,4.433275439,0.73,4.667189828,0.967677225,,,2.25,0.29
0,CA,El Teniente,Vry,261519.6106,97122.17019,42261.43465,32388.99771,38385.96961,22412.86453,21364.67489,5585.875807,866.5871155,669,10.7191,25.3195,47.5055,5.5754,19.5268,3.5294,1.0551,2.8983,0.4267,2.1933,0.4411,1.1682,0.1578,0.918,0.1291
1,CA,El Teniente,Vry,288622.8429,94177.75805,27204.02159,9382.074695,32662.68307,46888.85696,13722.71632,3440.827576,753.0671153,2300,7.402,13.57044,28.641953,3.749273,15.319753,2.705663,0.642615,2.014503,0.222463,1.021444,0.178331,0.457864,0.056368,0.363583,0.048645
1,CA,El Teniente,Vry,272040.145,75432.49238,27413.6607,11459.84694,66210.75365,22028.06306,53243.29589,2888.832767,0.007744576,769,10.7534,24.5368,54.7756,7.5993,30.2605,5.2862,0.8038,3.8454,0.4839,2.095,0.3786,0.8912,0.1125,0.597,0.0836
1,CA,El Teniente,Vry,232074.8052,107921.5306,58133.62642,32746.74273,55442.78659,23842.25326,21159.82762,7467.812505,858.2771851,808,15.0221,8.97,21.2651,2.957,12.938,3.2034,0.9622,3.1723,0.5207,2.9404,0.6071,1.6478,0.2334,1.3818,0.2144
1,CA,El Teniente,Vry,319105.1622,85463.68773,7010.224768,6044.186581,20693.96406,40482.63575,24037.0368,1612.232395,0.007744576,601,3.1389,6.1835,10.6144,1.236,4.7202,0.9801,0.443,0.8695,0.1259,0.6383,0.1282,0.324,0.0426,0.2491,0.0332
1,CA,El Teniente,Reich,286771.3238,98811.10442,29095.82611,10372.21743,32875.77527,42508.43338,13448.39399,3488.175665,580.8432264,942,5.7,16.4,35.6,4.2,17.5,3.11,0.898,2.1,0.25,1.15,0.2,0.57,0.075,0.43,0.06
1,CA,El Teniente,Reich,293969.8216,97223.35234,25179.08029,8382.198966,30445.82666,43101.91936,14444.57132,3152.543642,503.3974629,945,6,16.6,35.9,4.11,16.5,2.9,0.845,1.99,0.25,1.13,0.2,0.54,0.067,0.41,0.055
1,CA,El Teniente,Reich,283031.8444,100451.7816,28046.69777,9889.788708,35806.00741,44288.89132,11871.11321,3715.925966,704.756448,1010,5.4,16.9,36,4.14,17.2,3.1,0.965,2.11,0.24,1.17,0.2,0.5,0.064,0.39,0.055
1,CA,El Teniente,Reich,302477.1371,90607.71867,22241.52092,8502.806145,28944.97605,39244.26049,16270.89643,3080.622494,387.2288176,702,6.3,16.6,35.5,4.07,15.9,2.75,0.807,1.98,0.25,1.19,0.22,0.61,0.086,0.5,0.072
1,CA,El Teniente,Reich,305982.899,92301.32089,21751.9277,6452.484096,25943.27483,41692.39016,14776.63043,2715.023327,464.6745811,816,6.5,21.5,45.1,4.89,19.2,3.3,0.945,2.1,0.26,1.23,0.2,0.56,0.077,0.49,0.066
1,CA,El Teniente,Rojas,307385.2038,90131.39305,14477.97117,4341.858457,22798.63546,40579.60394,20006.56143,2157.634432,77.44576352,825,3,13.7,26,3.13,12.3,2.1,0.54,1.4,0.2,0.8,0.1,0.4,0.06,0.4,0.05
1,CA,El Teniente,Rojas,310189.8133,89443.36715,10561.22534,5005.197944,22655.6973,41914.9474,22580.01953,2157.634432,77.44576352,829,3,12.5,24.1,2.95,12.1,2.1,0.52,1.4,0.2,0.8,0.1,0.4,0.06,0.3,0.06
1,CA,El Teniente,Rojas,298223.4793,91136.96936,23640.35872,8864.627683,27730.00175,42953.54787,15523.76343,2996.714489,154.891527,977,4,17.5,34.2,4.2,17.4,2.8,0.66,1.9,0.2,1.1,0.2,0.5,0.08,0.5,0.07
1,CA,El Teniente,Rojas,295091.6654,89496.29222,17555.41431,8623.413325,28944.97605,42508.43338,16187.88165,2816.911619,154.891527,911,3,16,30.9,3.94,16.2,2.7,0.68,1.9,0.2,1.1,0.2,0.5,0.08,0.5,0.07
1,CA,El Teniente,Skewes,298971.3752,86267.86299,17975.06565,6512.787686,19296.6507,38502.40301,25817.59586,2277.503011,309.7830541,568,6,12.8,24.3,2.66,10.2,1.8,0.63,1.3,0.2,0.8,0.1,0.4,0.06,0.4,0.07
1,CA,El Teniente,Skewes,302523.8806,87590.98972,16656.9121,7477.645121,24085.07884,43695.40534,12784.27577,2756.977329,232.3372906,633,5,17.8,36.7,4.67,17.3,3.2,0.72,1.9,0.2,1,0.2,0.4,0.06,0.4,0.06
1,CA,El Teniente,Skewes,290043.3682,97276.27741,25329.70642,9527.96717,31517.86281,44363.07707,12203.17232,3416.254517,542.1203446,946,6,16.4,33.3,4.32,16.2,2.9,0.88,1.9,0.2,1,0.2,0.5,0.07,0.4,0.06
1,CA,El Teniente,Skewes,293268.6692,93095.19693,26829.79595,9166.145632,31946.67727,41766.5759,15108.68954,3476.188807,232.3372906,773,5,14.4,29.3,3.79,14.3,2.6,0.77,1.8,0.2,1.1,0.2,0.5,0.08,0.5,0.07
1,CA,El Teniente,Skewes et al.,285602.7365,91031.11923,33730.98816,19297.1487,39307.99217,38131.47427,16602.95554,4015.597415,387.2288176,129,12,16.5,35.1,4.809307884,21.2,4,1.1,3.046542808,0.4,2.547317493,0.525774298,,,1.2,0.3
0,CA,El Teniente,Stern et al,239794.1143,98864.02949,69172.52891,31538.7774,64322.169,23813.62498,8301.47777,6412.969006,1161.686453,535,17,9.2,20.3,2.8,13.3,3.3,1.29,3.5,0.6,3.3,0.6,1.9,0.3,1.7,0.24
0,CA,El Teniente,Stern et al,279432.5955,93518.59748,51374.40893,10372.21743,29445.25959,29451.7418,17018.02943,4435.137443,1548.91527,547,18,15.8,34,4.22,18.9,3.8,1.05,3.4,0.5,3.1,0.6,1.8,0.25,1.5,0.22
1,CA,El Teniente,Stern et al,290043.3682,97276.27741,25329.70642,9527.96717,31517.86281,44363.07707,12203.17232,3416.254517,542.1203446,946,6,16.4,33.3,4.32,16.2,2.9,0.88,1.9,0.2,1,0.2,0.5,0.07,0.4,0.06
0,CA,El Teniente,Stern et al,236755.7873,101139.8075,68791.47853,25146.5969,55745.8798,12463.2056,18512.29543,6053.363267,697.0118717,392,18,9.3,23.6,2.9,14.1,3.6,1.08,3.7,0.6,3.8,0.7,2.1,0.29,1.7,0.26
0,CA,El Teniente,Stern et al,238485.2965,94418.32366,59075.168,34373.04612,70182.63329,22478.28153,7388.315215,5513.954659,929.3491622,485,17,6.3,16.6,2,9.9,2.8,1.1,3,0.6,3.8,0.7,1.9,0.3,1.7,0.2
0,CA,El Teniente,Stern et al,275926.8336,94100.77325,43839.9931,14533.16511,42381.16246,29229.18456,15274.7191,4674.874602,619.5661082,549,14,16,35.4,4.3,17.7,3.7,1,3.1,0.5,2.7,0.5,1.5,0.21,1.4,0.2
0,CA,El Teniente,Stern et al,281863.2571,89231.66687,42925.3074,16221.66562,38593.3014,28487.32708,19591.48754,4315.268864,774.4576352,476,16,15.9,35.3,4.702608472,20,4,1.03,3.3,0.5,3.184146866,0.657217873,,,1.5,0.22
1,CA,El Teniente,Stern et al,303458.7505,87590.98972,16656.9121,7477.645121,24085.07884,43695.40534,12784.27577,2756.977329,232.3372906,633,5,17.8,36.7,4.67,17.3,3.2,0.72,1.9,0.2,1,0.2,0.4,0.06,0.4,0.06
1,CA,El Teniente,Stern et al,310143.0698,83727.45966,19734.35525,6150.966148,20440.15593,34718.92988,22497.00476,2277.503011,309.7830541,585,4,14.2,27.3,3.38,12.3,2.1,0.59,1.3,0.2,0.8,0.15,0.4,0.06,0.4,0.05
1,CA,El Teniente,Stern et al,294577.487,88279.01562,19899.00396,13085.87896,25014.17683,39318.44623,16768.98509,3416.254517,232.3372906,614,7,15.1,29.9,3.77,14,2.7,0.85,2,0.3,1.3,0.2,0.6,0.09,0.6,0.09
1,CA,El Teniente,Stern et al,298971.3752,86267.86299,17975.06565,6512.787686,19296.6507,38502.40301,25817.59586,2277.503011,309.7830541,568,6,12.8,24.3,2.66,10.2,1.83,0.63,1.26,0.16,0.82,0.15,0.43,0.06,0.42,0.07
0,CA,Escondida,Richards et al.,331551.5892,74994.82322,24689.48706,3799.12615,8576.2892,25074.78269,34783.19186,2876.845909,542.1203446,350,30,35,71,8.1,30,6.2,1.5,5.5,0.81,5.2,1.1,3.1,0.49,3.3,0.47
0,CA,Escondida,Richards et al.,289061.7549,83621.60952,40776.12169,17367.43383,29302.32143,21291.30956,27892.96531,3835.794545,774.4576352,310,21,21,43,4.9,18,3.8,0.85,3.5,0.58,3.6,0.75,2.1,0.33,2.3,0.31
0,CA,Escondida,Richards et al.,297101.6355,85050.58639,39587.10957,14533.16511,30374.35758,23591.06774,21002.73876,4135.465994,774.4576352,380,22,22,45,5.3,20,4.3,1,4,0.6,3.8,0.8,2.3,0.35,2.1,0.35
0,CA,Escondida,Richards et al.,301028.0889,82774.80841,37279.02721,13688.91486,26157.68206,26335.9404,21832.88653,4015.597415,774.4576352,360,23,22,46,5.4,21,4.4,1,4,0.58,3.8,0.78,2.3,0.34,2.2,0.36
0,CA,Escondida,Richards et al.,248020.9689,94153.69832,55883.56987,36785.18971,53959.15289,20401.08059,6890.226549,4135.465994,1239.132216,470,16,8.7,19,2.4,10,2.6,0.82,2.6,0.4,2.5,0.55,1.5,0.23,1.6,0.21
0,CA,Escondida,Richards et al.,255219.4666,88649.49111,52876.06861,36001.24304,42667.03877,26039.19741,8882.581214,5933.494687,1084.240689,600,19,15,32,3.9,16,3.7,1.1,3.5,0.54,3.5,0.71,2,0.3,1.9,0.28
0,CA,Escondida,Richards et al.,246899.1251,93148.122,56652.93065,38232.47586,49027.78659,21365.49531,5478.975328,5813.626108,1161.686453,680,20,16,36,4.4,18,4.1,1.2,3.8,0.58,3.6,0.73,2,0.3,1.8,0.27
1,CA,Escondida,Richards et al.,254565.0578,93624.44762,51337.34704,21045.9528,56532.03965,21365.49531,12784.27577,4914.611761,851.9033987,590,17,20,40,4.8,19,4.1,1.2,3.5,0.52,3.1,0.59,1.6,0.24,1.6,0.23
1,CA,Escondida,Richards et al.,279011.9041,91401.59471,38747.80689,17789.55896,41237.65724,25000.59694,16851.99987,4614.940312,697.0118717,690,14,22,46,5.3,21,4,1.1,3.2,0.4,2.4,0.46,1.3,0.19,1.2,0.19
1,CA,Escondida,Richards et al.,279853.287,97752.60303,44413.09996,17367.43383,46383.43076,27077.79788,10791.9211,5274.2175,929.3491622,680,17,20,42,5,20,4.1,1.3,3.5,0.49,2.9,0.58,1.5,0.22,1.5,0.22
1,CA,Escondida,Richards et al.,273542.9155,92936.42172,39517.16768,18694.1128,43596.13677,27374.54087,13448.39399,5154.34892,851.9033987,860,14,22,45,5.3,21,4.1,1.2,3.3,0.41,2.3,0.45,1.2,0.17,1.1,0.17
1,CA,Escondida,Richards et al.,287192.0152,88279.01562,33292.33949,15015.59383,31875.20819,28635.69858,18429.28065,3955.663125,697.0118717,640,14,23,45,5.2,20,3.6,0.97,2.9,0.4,2.3,0.44,1.2,0.19,1.1,0.17
1,CA,Escondida,Richards et al.,270130.6406,97858.45317,44902.69318,20563.52408,47169.5906,25445.71143,12037.14277,5214.28321,851.9033987,720,15,20,42,5,21,4.1,1.2,3.3,0.45,2.7,0.51,1.4,0.19,1.3,0.17
1,CA,Escondida,Richards et al.,271673.1759,94259.54845,44762.8094,22674.14972,48670.44121,24258.73947,11705.08366,5633.823238,851.9033987,690,14,21,42,5,20,3.8,1.2,3.2,0.44,2.5,0.46,1.2,0.18,1.1,0.16
1,CA,Escondida,Richards et al.,267793.466,92777.64651,44203.27429,22734.45331,47026.65245,24778.0397,12286.1871,5394.086079,774.4576352,770,14,21,42,4.9,20,3.9,1.1,3.3,0.45,2.5,0.46,1.2,0.19,1.1,0.16
1,CA,Escondida,Richards et al.,262651.6819,95159.27463,45881.87964,20985.64921,45740.20907,25965.01166,12203.17232,5034.480341,1006.794926,810,16,21,42,5.1,20,4.1,1.2,3.3,0.47,2.5,0.54,1.5,0.22,1.5,0.2
1,CA,Escondida,Richards et al.,269943.6666,93518.59748,44343.15807,21407.77434,45597.27091,23813.62498,15357.73387,5214.28321,619.5661082,670,15,22,44,5.3,20,4,1.2,3.4,0.47,2.6,0.51,1.4,0.19,1.3,0.2
1,CA,Escondida,Richards et al.,267513.0051,95900.2256,45252.40263,23337.48921,50171.29182,24629.66821,9463.684658,5334.15179,929.3491622,810,15,19,40,4.7,19,3.9,1.2,3.2,0.42,2.5,0.49,1.3,0.18,1.2,0.17
1,CA,Escondida,Richards et al.,269008.7968,93783.22283,44483.04185,20563.52408,45311.39461,23961.99648,13531.40876,4734.808892,929.3491622,730,16,20,41,5,20,3.9,1.2,3.4,0.44,2.6,0.52,1.4,0.21,1.4,0.21
1,CA,Escondida,Richards et al.,255312.9536,95318.04984,47770.31066,27558.74048,48313.09583,25668.26867,10044.7881,5753.691818,929.3491622,890,14,16,36,4.6,19,3.9,1.2,3.4,0.43,2.6,0.5,1.3,0.19,1.12,0.17
1,CA,Escondida,Richards et al.,276347.5251,95159.27463,41965.13382,17729.25537,45883.14722,27968.02685,12950.30532,4555.006023,929.3491622,730,15,20,41,4.8,19,3.7,1.1,3.2,0.4,2.5,0.48,1.3,0.19,1.15,0.18
1,CA,Escondida,Richards et al.,274711.5028,95318.04984,42734.4946,20865.04203,48027.21952,26039.19741,12369.20188,5454.020369,851.9033987,720,13,20,41,4.9,19,3.8,1.2,3,0.42,2.3,0.44,1.2,0.17,1.05,0.15
1,CA,Escondida,Richards et al.,264755.139,94577.09887,47070.89176,24784.77536,53244.46212,23516.88199,12701.26099,5693.757528,929.3491622,700,17,21,42,5,21,4.3,1.2,3.7,0.49,2.9,0.56,1.5,0.22,1.37,0.22
1,CA,Escondida,Richards et al.,276861.7035,92565.94624,39726.99335,16583.48716,40880.31185,25965.01166,15274.7191,4195.400284,851.9033987,600,15,22,45,5.3,20,3.9,1.1,3.2,0.42,2.5,0.51,1.3,0.21,1.39,0.24
1,CA,Escondida,Richards et al.,257790.3587,97646.75289,42664.55271,20623.82767,55460.0035,24703.85395,9214.640324,5454.020369,929.3491622,840,13,19,41,5.1,21,4.1,1.2,3.2,0.39,2.2,0.42,1.1,0.16,0.97,0.14
1,CA,Escondida,Richards et al.,295044.9219,92089.62061,25668.67352,10613.43178,29874.07405,33977.07241,18678.32498,3596.057386,542.1203446,790,9.5,22,45,5.2,20,3.5,0.97,2.5,0.26,1.5,0.27,0.73,0.09,0.6,0.1
1,CA,Escondida,Richards et al.,270598.0755,89178.7418,40846.06358,20322.30972,41880.87893,23516.88199,21500.82742,4555.006023,774.4576352,530,18,24,49,5.6,22,4.4,1.1,3.7,0.49,3,0.58,1.6,0.24,1.5,0.24
0,CA,Escondida,Richards et al.,304720.8247,85791.53736,28186.58155,11940.11076,25800.33668,27819.65535,27726.93575,3356.320227,774.4576352,530,15,26,51,5.7,21,3.8,0.97,3.1,0.38,2.4,0.46,1.3,0.19,1.3,0.2
0,CA,Escondida,Richards et al.,302851.0851,89813.84263,20073.32234,7357.037941,27730.00175,31158.014,25236.49242,2816.911619,387.2288176,920,7.8,21,41,4.7,18,3,0.87,2,0.24,1.3,0.23,0.55,0.09,0.53,0.08
1,CA,Escondida,Richards et al.,286677.8368,87855.61507,38607.92311,17367.43383,35162.78572,24332.92522,24157.30031,4255.334574,619.5661082,460,20,25,50,5.9,22,4.7,1,3.9,0.54,3.4,0.67,1.9,0.29,1.9,0.3
1,CA,Escondida,Richards et al.,259753.5854,99763.75566,53155.83617,23880.22151,54102.09104,22033.16704,12286.1871,5274.2175,1084.240689,640,18,19,39,4.8,19,4.2,1.2,3.6,0.5,3.1,0.61,1.7,0.26,1.6,0.27
1,CA,Escondida,Richards et al.,283546.0228,88861.19138,34341.46784,13387.39691,39022.11586,23961.99648,21002.73876,3536.123096,929.3491622,1100,18,45,87,9.8,38,6.7,1.9,4.8,0.56,3,0.57,1.5,0.21,1.4,0.22
1,CA,Escondida,Richards et al.,309208.2,91983.77047,21891.81147,7176.127172,18010.20732,38131.47427,17682.14765,2936.780199,309.7830541,720,8.5,15,32,3.8,15,2.9,0.79,1.9,0.24,1.3,0.25,0.69,0.1,0.59,0.1
0,CA,Frontera-Mine La Union,Richards,297008.1486,77429.37641,45940.59725,10372.21743,26943.8419,30490.34227,19591.48754,2205.581864,1339.811709,348,15,11.8,23.1,2.87,11.4,2.54,0.836,2.38,0.39,2.4,0.5,1.5,0.237,1.7,0.28
1,CA,Gaby-Papa Grande,Shutte et al ,298477.917,87641.98763,28435.66987,16833.12189,52465.98041,29256.75585,1484.373177,3095.949658,461.5981953,309,13.8,4.549427407,10.71019896,1.382554762,6.524347201,1.692649465,0.641341441,1.802749838,0.294348068,2.172175645,0.457802929,1.402157837,0.209236909,1.528461251,0.223978826
1,CA,Gaby-Papa Grande,Shutte et al ,292771.8974,86054.69494,40862.75263,17081.17962,51213.36008,28460.17832,1897.636738,3037.913289,461.826397,300,14.7,4.138214728,9.820434848,1.445932941,7.092050385,1.826865294,0.647693939,1.999122888,0.345162182,2.332496079,0.498057034,1.525411175,0.229206961,1.640092086,0.251984851
1,CA,Gaby-Papa Grande,Shutte et al ,293998.4445,85958.41328,40917.07539,17644.01003,51921.57187,28719.50031,1404.465676,3161.244111,539.5137371,297,14.6,5.092907745,11.88723084,1.572984371,6.688559667,1.917906902,0.583845346,1.845717492,0.318232647,2.341653568,0.502348772,1.504986192,0.208565405,1.566017896,0.237496265
1,CA,Gaby-Papa Grande,Shutte et al ,282734.5113,87430.98665,58257.97766,15515.1016,47921.85701,30435.62497,2473.935419,3214.998822,538.5268999,279,12.2,4.694944214,10.94945299,1.514848778,6.884287724,1.82869792,0.624227915,2.27890369,0.313816974,2.041969348,0.4063674,1.175141266,0.160545454,1.117263167,0.1973411
1,CA,Gaby-Papa Grande,Shutte et al ,285530.8073,88327.92807,55023.40373,15755.28413,48278.57136,31099.99039,2721.426911,3155.575382,538.5462846,283,12.4,5.407396837,12.0744522,1.637971376,7.848917988,1.681804695,0.64743523,2.30457213,0.295677039,2.030804905,0.390884287,1.18206233,0.172816284,1.248423695,0.167825555
1,CA,Gaby-Papa Grande,Shutte et al ,286029.7149,90260.00287,51505.04302,14341.9249,47309.42515,24259.81333,5018.088099,3325.955448,1074.431517,307,16.7,6.756671416,14.1036471,1.868349705,8.63915416,2.125923805,0.757608977,2.35395348,0.375563043,2.655775352,0.520338274,1.687519463,0.245850379,1.834747622,0.274064178
1,CA,Gaby-Papa Grande,Shutte et al ,286147.4258,91079.32243,50820.47004,14083.60843,48871.42386,24520.29654,5586.285086,3202.78582,1149.602497,308,16.2,6.575588006,14.26202687,2.050216149,8.03991158,1.980213228,0.65842676,2.342945404,0.373194386,2.640996315,0.551330909,1.671688052,0.23124509,1.481514664,0.292799536
1,CA,Gaby-Papa Grande,Shutte et al ,293181.3444,87660.86674,40437.40599,16197.09078,51402.77387,29076.81187,2064.550475,3100.336219,462.252217,293,15.1,3.638380482,9.813218643,1.423959932,8.446620161,2.533482849,0.736872304,2.584966453,0.400983429,2.329833206,0.51617133,1.381327814,0.227567473,1.567366074,0.229175492
1,CA,Gaby-Papa Grande,Shutte et al ,287889.0224,89142.66818,42240.89151,16628.25856,52220.14412,25625.58492,4958.273677,3162.096125,308.3766545,294,14.2,11.68213994,20.18872571,2.261188146,8.493320208,1.670436874,0.528332196,1.588623855,0.278284514,1.954374097,0.441599234,1.388571224,0.199381047,1.53685453,0.254542892
1,CA,Gaby-Papa Grande,Shutte et al ,283572.5495,87158.30913,52058.74169,18072.63661,50665.23024,25113.73171,5207.242633,3401.434206,462.6587376,287,15.5,6.19972304,12.06460224,1.576727015,6.646638988,1.780994893,0.578699831,1.659315388,0.321280886,2.089431693,0.446345047,1.43236287,0.219041337,1.620278534,0.245689492
1,CA,Gaby-Papa Grande,Shutte et al ,288085.0189,89267.76055,49871.01886,17150.66606,56955.68036,16190.41904,1475.61565,3136.870364,1300.145406,309,12.9,6.276853359,13.71308132,1.52552656,7.354534376,1.567690857,0.534854844,1.71737524,0.293408402,1.931801848,0.331757238,1.169332916,0.148973289,1.577353723,0.192708159
