Si,Al,Fe,Mg,Ca,Na,K,Ti,Mn,Sr,Y,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu
285976.6844,94735.87408,31325.38514,13809.52204,27301.18729,31751.49998,24904.43331,4015.597415,619.5661082,508,16.1,43.1,79,8.85,30.1,4.96,1.37,4.19,0.6,3.12,0.55,1.55,0.23,1.35,0.21
290510.8032,87855.61507,32957.72531,10010.39589,33233.12065,28784.07007,24904.43331,3775.860256,851.9033987,426,34.4,41.2,79.4,10.09,36.3,6.86,1.48,6.15,0.99,5.61,1.11,3.44,0.54,3.42,0.51
283686.2533,84733.03598,48503.82215,16824.70152,43739.07492,23516.88199,16602.95554,3476.188807,1239.132216,403,27.61,19.41,39.43,5.31,22.36,4.96,1.14,4.72,0.75,4.26,0.95,2.75,0.41,2.97,0.44
237550.4267,92142.54568,68402.82611,20985.64921,67895.62284,24184.55372,17350.08854,4674.874602,1394.023743,805.3,19.1,10,21.7,3.2,14.6,3.61,1.14,3.68,0.61,3.29,0.7,1.95,0.29,1.84,0.28
232548.873,91930.8454,73688.49903,25568.72203,65894.48869,21958.98129,13863.46788,4435.137443,1471.469507,912.2,18.7,9.7,20.8,3.1,14.6,3.34,1.12,3.63,0.59,3.18,0.65,1.89,0.27,1.79,0.28
233810.9473,87855.61507,75320.8392,22794.7569,66251.83407,20994.56657,12701.26099,4435.137443,1548.91527,864.3,18.1,9,20.1,2.95,13.8,3.44,1.07,3.48,0.58,3.25,0.65,1.87,0.27,1.83,0.26
239747.3708,95265.12477,60396.58623,19297.1487,66752.11761,25594.08293,16519.94076,4255.334574,1239.132216,889.6,16.8,9.6,21.7,2.94,14.4,3.35,1.11,3.41,0.56,3.13,0.61,1.76,0.26,1.77,0.26
231800.9771,76000.39954,73766.22952,54514.44507,90980.1346,11498.79088,664.1182216,5034.480341,1394.023743,83,15.51,2.82,6.96,0.94,4.87,1.56,0.64,1.95,0.4,2.69,0.55,1.88,0.26,2.27,0.3
310376.7873,87855.61507,26972.47802,11753.16963,32018.14635,29748.48479,12784.27577,3212.477932,534.3757683,571,16.6,27.6,52.07,6.52,27.74,4.86,1.38,4,0.597,3.38,0.64,1.61,0.227,1.44,0.22
307572.1778,90501.86853,27205.66947,12127.05189,33733.40419,30935.45675,11539.0541,3242.445077,542.1203446,576,12.9,19.4,38.3,4.85,19,3.83,1.16,3.18,0.462,2.59,0.491,1.27,0.18,1.16,0.178
238345.066,71448.84358,65604.52868,65369.09122,80831.52571,9718.332937,1411.251221,1857.962983,1316.57798,149,7.09,1.7,4.09,0.58,3.04,0.62,0.38,1.06,0.21,1.22,0.28,0.88,0.16,1.05,0.15
309348.4305,85473.98695,23319.14526,12000.41435,28444.69251,33977.07241,18097.22154,3176.517358,464.6745811,756,11.5,24.8,47.5,5.92,22.7,4.23,1.11,3.5,0.461,2.4,0.429,1.13,0.156,1,0.142
306029.6425,84944.73625,23863.25865,12241.62871,29373.79051,34051.25815,17931.19198,3236.451648,464.6745811,778,11.9,22.4,43.8,5.49,21.4,4.16,1.12,3.5,0.466,2.44,0.444,1.16,0.16,1.03,0.146
309067.9695,85579.83709,24096.45011,12301.9323,29445.25959,33902.88666,18014.20676,3236.451648,464.6745811,739,11.3,24,46.4,5.69,21.9,4.09,1.09,3.41,0.449,2.35,0.429,1.12,0.156,1.01,0.143
305001.2857,86056.16271,24951.48543,13327.09332,30374.35758,33680.32942,17682.14765,3296.385937,464.6745811,760,11.6,21.5,41.8,5.25,20.5,4,1.1,3.38,0.452,2.39,0.435,1.14,0.16,1.03,0.145
233047.2881,74455.55858,74429.11509,50903.61748,88497.10948,12672.37602,706.9521866,6007.900711,1273.280377,114.7018842,19.3111547,4.835403047,11.41760825,1.648070828,7.758790675,2.346740462,0.853851583,3.041879205,0.563568113,3.629444069,0.778915188,2.123747508,0.307602434,1.873604843,0.309823436
295966.145,86121.72179,34800.41505,11594.6918,38210.73923,24097.85506,19229.9918,2210.044571,573.1985551,790.6199746,7.783808388,12.6158879,20.41459314,2.895979549,11.26984476,2.375770701,0.841803837,1.902471603,0.270907021,1.537905772,0.295295303,0.776210103,0.112011718,0.684989273,0.106489179
235725.7232,88772.55407,86133.66452,23949.10691,62747.78279,19797.87257,10320.91559,5619.429719,1428.202882,450.7398067,20.0952171,6.133245959,12.87263912,1.95364065,9.221273904,2.694055695,0.982946237,3.367647236,0.605208574,3.766184581,0.806759487,2.20278365,0.322966194,2.044157897,0.317757405
235120.9645,68239.37105,80726.88633,42092.53215,87490.55759,12932.51428,5465.195705,4095.476038,2373.360274,285.6604008,14.99926829,4.529291563,9.702597193,1.43747224,6.543044244,2.016569845,0.724652236,2.424811658,0.42208425,2.807744788,0.593838767,1.661094661,0.240236061,1.454113674,0.22929657
236454.7174,86813.32225,85362.6438,24859.39834,56746.59267,21930.08743,11563.38034,7673.18634,1348.139065,408.8007772,23.05231727,7.751366385,16.59398663,2.502492262,11.86883234,3.477313426,1.169925124,4.062753117,0.697301366,4.413979156,0.926891211,2.573305122,0.362257235,2.232360258,0.338200999
274608.669,75694.07559,75323.72223,10624.28975,39049.23838,25988.47179,20444.10617,8499.898956,1327.114089,366.7234226,41.67959385,14.7589716,31.40812095,4.817047187,22.15527631,6.363812788,1.785221238,7.337143706,1.264116819,7.969944681,1.656480903,4.499604313,0.634274439,4.028894852,0.622891815
236215.2385,87216.27997,74631.23261,25230.09114,63911.81072,19958.64125,22402.69167,4525.492281,1312.460963,964.6934821,19.1195753,16.84653885,32.87596383,4.57545693,19.56179495,4.739583596,1.479941744,4.415967,0.659600616,3.731576358,0.734980746,1.942881689,0.2734931,1.755603839,0.267998903
287997.5253,84427.51755,44825.08396,4963.482332,32211.74607,26105.91859,30228.96628,4396.829842,752.8967346,373.6330972,27.30406331,13.6678076,27.1647418,3.6460837,15.60884988,4.139834905,1.213950484,4.488082071,0.775208267,4.955985652,1.036416321,2.865624587,0.438900466,2.85269021,0.466578419
282837.2639,87323.24153,43284.68341,13080.97447,41700.9541,25347.84114,19971.06929,3333.485862,991.4641496,796.194636,16.71554368,17.33872889,30.61419727,3.994503191,16.19692058,3.442732715,1.134188718,3.282787447,0.505444101,3.11264448,0.630051303,1.742831294,0.262813368,1.672532255,0.267804763
281396.8365,82380.9501,54267.84381,24693.88036,50021.79424,17002.77467,12363.60917,4344.62348,968.4352646,418.7768359,19.921314,12.00865961,19.87666196,3.091630316,12.92330835,3.157232426,1.006582125,3.465952653,0.586652478,3.735585241,0.771840697,2.1,0.301639759,1.931924596,0.300617644
311770.9587,88501.72431,17442.72066,967.2092749,26263.38483,23445.14437,24589.39223,1294.760462,703.5947616,635.138561,11.94700055,19.44828948,28.87508445,3.62296073,12.59767775,2.233674096,0.78429031,1.960067451,0.309415521,1.873281091,0.400691962,1.206884828,0.192123853,1.333862994,0.236164463
257991.4712,92661.90045,69009.30266,19741.71943,56089.90263,18842.47068,10055.94695,5469.258063,1917.626031,372.037335,22.46654556,7.876374687,16.2562523,2.449630139,11.17998281,3.135316546,1.069917202,3.724230552,0.642074009,4.179180707,0.892965521,2.465742261,0.363138875,2.313834488,0.378975066
309123.2287,86432.1424,23099.42062,5880.385147,30883.08662,27532.86587,18362.67623,2485.36292,381.1330616,842.9746927,5.582850989,13.49563207,23.36126853,3.098002452,12.22634354,2.552433542,0.782972119,1.952885116,0.250242764,1.228547572,0.201093851,0.483405572,0.0661,0.394413251,0.0616
304551.2457,89467.18898,28639.95664,1853.368716,29517.97187,26994.6134,23496.48193,1373.927965,973.7662438,866.6424246,24.05197884,30.03973946,36.92751029,5.914951424,21.43996256,4.060690645,1.206859922,3.645308374,0.613445142,3.79176302,0.825940421,2.450095655,0.387448375,2.653460583,0.449433464
281863.2571,89866.7677,38787.51162,10131.00307,40094.15201,37092.87381,5645.004883,3895.728835,697.0118717,402,12.84,15.42,29.17,3.24,14.41,2.2,1.1,2.27,0.31,2.07,0.49,1.49,0.23,1.26,0.26
268307.6444,92618.87131,53400.84265,22553.54254,50385.69905,27374.54087,11705.08366,4495.071733,929.3491622,505,16.5,14.6,29.7,3.892905358,16.2,3.65,1,3.1,0.486628059,2.8,0.600794207,1.7,0.250883346,1.56,0.238360248
270644.819,92883.49665,53323.11217,22372.63177,52172.42597,26706.86914,11622.06888,4435.137443,1006.794926,504,16.7,15,30,3.935919698,16.4,3.55,1,3.4,0.517507813,2.85,0.597811738,1.65,0.248558133,1.58,0.241416149
268307.6444,94947.57436,53634.03411,20684.13126,49742.47736,28413.14133,10210.81766,4375.203153,1006.794926,545,15,13.1,26.7,3.523681003,14.8,3.5,1.02,3,0.46655161,2.65,0.550022866,1.5,0.227775039,1.46,0.223080745
286070.1714,88384.86576,42674.03583,16462.87998,43238.79138,27300.35512,9463.684658,3416.254517,774.4576352,423,19.2,19.6,39,5.084205454,21,4.25,1.02,3.9,0.599546564,3.35,0.713018293,2,0.293983696,1.82,0.278086957
286070.1714,88384.86576,42674.03583,16462.87998,43238.79138,27300.35512,9463.684658,3416.254517,774.4576352,450,19,19,37.5,4.889440103,20.2,4.1,1.01,3.85,0.58767399,3.25,0.701920732,2,0.290915373,1.78,0.271975155
272981.9936,94471.24873,52468.07684,17608.64819,48098.6886,28561.51283,10791.9211,3655.991676,1084.240689,553,16.2,15,28,3.743920383,16,3.4,1.01,3.1,0.48295936,2.75,0.569651677,1.55,0.242373544,1.6,0.24447205
272047.1238,93412.74735,52390.34636,21166.55998,50028.35367,27968.02685,12120.15754,4555.006023,929.3491622,525,16.5,16.5,31.5,4.130685048,17.2,3.7,1.03,3.7,0.54105017,2.8,0.575200457,1.55,0.235469818,1.51,0.230720497
288874.7809,87590.98972,42129.92244,14291.95075,38593.3014,27819.65535,17350.08854,3715.925966,774.4576352,440,19,20.2,38,4.906980413,20,4.2,1.01,3.7,0.570399763,3.2,0.653715701,1.75,0.274686821,1.82,0.278086957
294016.5651,87326.36437,42751.76632,14894.98665,37807.14156,28338.95559,18346.26587,3895.728835,774.4576352,434,17.5,20,38.5,4.924520723,19.8,4.2,1.03,3.65,0.562195888,3.15,0.639635671,1.7,0.250883346,1.56,0.238360248
263165.8603,91454.51978,59774.74236,23940.5251,46883.71429,22997.58176,11622.06888,4495.071733,1084.240689,430,18,14.3,27.3,3.619862855,15.3,3.5,0.95,3.3,0.519443559,3,0.631520579,1.75,0.266248932,1.71,0.261279503
280460.9524,89707.99249,46560.56004,15678.93332,40808.84278,27448.72662,14942.65999,3835.794545,929.3491622,477,18,18,35,4.558062404,18.8,3.85,1.01,3.6,0.553992013,3.1,0.64261814,1.75,0.270084336,1.76,0.268919255
277188.9079,89866.7677,48503.82215,18091.0769,41737.94077,26039.19741,14859.64521,4015.597415,851.9033987,470,18,16.8,33.5,4.3836034,18.2,4.05,0.98,3.5,0.541252962,3.05,0.66266311,1.9,0.278594138,1.72,0.262807453
265035.6,93941.99804,55421.83524,24302.34664,54030.62196,25297.33994,10376.84721,4435.137443,1084.240689,488,17.2,13.6,26.5,3.528848687,15,3.3,0.98,3.15,0.498500633,2.9,0.603360518,1.65,0.255461859,1.67,0.255167702
263867.0127,95000.49942,56665.52299,20563.52408,45954.6163,26187.56891,11206.99499,5753.691818,1084.240689,481,26,22,36.5,5.067576113,22.7,5,1.44,4.7,0.738145964,4.25,0.889677591,2.45,0.372441673,2.39,0.365180124
261763.5555,95265.12477,57209.63638,25267.20408,57461.13764,24703.85395,9297.655102,4734.808892,1084.240689,480,17.5,12.4,24,3.238083679,14,3.45,0.98,2.95,0.48035993,2.9,0.611891768,1.7,0.2646908,1.74,0.265863354
269943.6666,90237.24319,50602.54522,22432.93536,45597.27091,28635.69858,12867.29054,4974.546051,851.9033987,625,16,20.7,40,5.261430494,22,4.5,1.2,3.6,0.539317216,2.9,0.611891768,1.7,0.237842974,1.39,0.212385093
277422.6254,91560.36992,49592.04893,19176.54152,45382.86368,28338.95559,13697.43832,4375.203153,929.3491622,502,17.3,17.6,33.5,4.424216091,18.6,3.85,1.03,3.3,0.51577486,2.95,0.625971799,1.75,0.259345206,1.62,0.24752795
275786.6032,91136.96936,50058.43183,19417.75588,46454.89983,27745.46961,13531.40876,4435.137443,929.3491622,504,17.4,17.5,34,4.502675438,19,4,1.03,3.3,0.519443559,3,0.640051829,1.8,0.263971661,1.63,0.249055901
283265.5619,86797.11368,45083.68084,17910.16614,40951.78093,26929.42638,13863.46788,4435.137443,851.9033987,451,15.8,17.3,33,4.325450398,18,3.7,0.97,3.1,0.479290661,2.7,0.589696646,1.7,0.247815023,1.52,0.232248447
271112.2539,92565.94624,51768.50249,20865.04203,48670.44121,28487.32708,12037.14277,4495.071733,929.3491622,521,16.2,15.7,30.5,4.075298082,17.4,3.8,1.03,3.25,0.500233587,2.8,0.592262957,1.65,0.244722729,1.53,0.233776398
272514.5587,91295.74457,49358.85748,18694.1128,45954.6163,27374.54087,12950.30532,4315.268864,851.9033987,500,16.3,16.4,31,4.052225701,16.8,3.75,0.99,2.95,0.469353832,2.75,0.561120427,1.5,0.233144604,1.53,0.233776398
264568.1651,94471.24873,55965.94863,23458.09639,53673.27658,25445.71143,10293.83243,4614.940312,1084.240689,500,18,13.5,26,3.491002031,15,3.35,0.98,2.95,0.484028629,2.95,0.625971799,1.75,0.265481852,1.7,0.259751553
214739.6025,65097.83526,98018.14059,68323.96711,83618.8197,14762.96377,2656.472886,7611.654801,1703.806797,158,23,3.94,10.72,1.75,9.24,3,0.84,3.48,0.5930019,3.78,0.849462805,2.52,0.353298214,2.07,0.31
218666.0559,75471.14885,101671.4734,51981.69431,78044.23172,15949.93574,3735.664996,15702.78392,1858.698324,173,61,6.4,19.4,2.79,17.08,5.89,2.14,8.61,1.458932896,9.24,2.221495884,7.01,0.940733443,5.21,0.81
267606.492,81081.20619,66226.37255,22191.721,62606.91116,18398.06541,2324.413776,3835.794545,1394.023743,496,17,8.91,28.37,3.86,18.23,3.51,1.11,3.32,0.555743402,3.47,0.746810366,2.12,0.329326941,2.16,0.37
296166.7657,90290.16826,34745.52644,12543.14665,36091.88372,33754.51516,16104.86687,4135.465994,697.0118717,905,11,9.21,24.62,2.32,7.65,1.67,0.91,3.25,0.549394156,3.47,0.681972866,1.74,0.259340411,1.63,0.31
309909.3524,88384.86576,27438.86093,12199.41619,32875.77527,28784.07007,13863.46788,3212.477932,549.864921,551,14,19.2,38.4,4.76,15.74,3.02,1.16,3.36,0.499,2.8,0.524,1.39,0.197,1.23,0.187
307572.1778,89443.36715,26972.47802,11662.71424,34876.90941,30045.22778,12286.1871,3254.431935,534.3757683,600,14.4,22,43.25,5.43,21,4.19,1.22,3.59,0.518,2.86,0.543,1.41,0.2,1.25,0.2
308039.6127,88914.11645,26972.47802,11656.68389,33447.52788,29525.92755,12701.26099,3134.563355,557.6094973,567,14.8,20.2,40.25,5.11,20.3,4.29,1.27,3.53,0.544,3.11,0.601,1.54,0.224,1.39,0.209
308039.6127,88384.86576,25340.13785,10890.8283,32304.02265,30341.97077,12950.30532,3002.707918,495.6528865,558,13.4,24.3,47.25,5.72,22,4.09,1.19,3.25,0.489,2.71,0.515,1.37,0.205,1.27,0.195
307572.1778,87855.61507,26583.8256,12633.60204,34948.37849,29748.48479,12120.15754,2984.727631,526.6311919,551,11.5,22.6,43.22,5.2,18.36,3.66,1.08,2.96,0.432,2.38,0.446,1.14,0.17,1.05,0.169
305235.0032,91560.36992,28449.35722,12609.4806,34805.44034,31009.6425,14693.61565,3476.188807,596.3323791,579,15.4,17,34.23,4.46,18.5,4.18,1.25,3.56,0.53,3.02,0.572,1.5,0.219,1.35,0.213
314116.2666,88914.11645,24096.45011,10613.43178,31017.57927,31158.014,14444.57132,3116.583068,464.6745811,648,11.7,25.3,50.4,5.7,21.7,4.12,1.07,3.31,0.4,2.27,0.4,1,0.13,0.86,0.14
314116.2666,87855.61507,23785.52817,12121.02153,31875.20819,31751.49998,13282.36443,2936.780199,464.6745811,590,10.7,16.9,32.6,4.08,17.41,3.35,0.93,2.72,0.37,2.05,0.39,1.01,0.16,0.88,0.14
314116.2666,84150.86021,22541.84042,11698.8964,28516.16159,31380.57124,14278.54176,2637.10875,464.6745811,569,14.7,22.4,45.2,5.23,18.34,4.07,0.98,3.39,0.5,2.69,0.57,1.49,0.21,1.47,0.2
305235.0032,89443.36715,27516.59141,13327.09332,35591.60018,30045.22778,12618.24621,3416.254517,542.1203446,626,13.2,19.5,38.5,4.83,16.4,3.55,1.08,3.06,0.44,2.87,0.48,1.27,0.18,1.22,0.19
320192.9206,87326.36437,18733.0467,6633.394865,25157.11499,25074.78269,21002.73876,2517.24017,387.2288176,377,13.3,40.8,71.6,8.67,31.4,5.46,1.22,4.45,0.61,2.52,0.44,1.13,0.12,0.97,0.14
235820.9174,72348.56976,80839.70358,44021.62047,69325.00437,25000.59694,747.1329993,9110.012045,1626.361034,99,33.61,2.93,10.04,1.55,9.34,3.33,0.9,4.85,0.87,6.03,1.23,3.59,0.54,3.57,0.53
266063.9568,79652.22932,49747.5099,25448.11485,66037.42684,34496.37264,2905.517219,3236.451648,1703.806797,222,13.72,5.63,13.1,1.93,8.81,2.02,0.73,2.31,0.34,2.16,0.52,1.31,0.18,1.2,0.2
297662.5574,84838.88612,25573.32931,7296.734352,21011.90854,31603.12848,32873.85197,2697.04304,697.0118717,526,18.55,25.38,47.93,5.09,18.24,3.42,0.9,3.01,0.46,2.83,0.58,1.89,0.3,1.92,0.31
319445.0247,78223.25245,26272.90366,11698.8964,25871.80575,24852.22545,25153.47764,2637.10875,542.1203446,268,19.49,28.71,54.81,5.93,21.59,4.09,0.7,3.63,0.55,3.06,0.63,1.83,0.32,1.8,0.29
241757.3409,80393.18029,55888.21815,56202.94558,58604.64287,26261.75465,5063.90144,4734.808892,774.4576352,360,13,9.6,19.6,2,10.2,2.7,0.84,3,0.5,2.8,0.6,1.7,0.2,1.5,0.22
263119.1168,101298.5827,46716.02101,16402.57639,52744.17858,32419.17171,9878.758546,5394.086079,697.0118717,723,13,16.3,35.6,3.5,17.1,4.1,1.08,3.8,0.6,3.2,0.61,1.7,0.3,1.5,0.22
279806.5435,92354.24596,44073.18455,18452.89844,42809.97692,26335.9404,12286.1871,4015.597415,774.4576352,549,56,43.8,98.9,9.4,47.1,11,2.9,11.6,1.7,9.9,2.1,6,0.9,5.5,0.8
296867.9181,86638.33847,34279.14354,8623.413325,19010.77439,31899.87147,22995.09342,2936.780199,542.1203446,234,12,16.1,29,2.8,12.3,2.8,0.63,2.7,0.4,2.6,0.53,1.5,0.2,1.5,0.23
293923.0781,88596.56604,39642.54695,8442.502556,32089.61542,30490.34227,16187.88165,3835.794545,697.0118717,438,19,27.3,56.6,5.2,24.4,5.6,1.37,5,0.7,4.4,0.88,2.6,0.4,2.5,0.37
351417.5733,69067.21546,12359.14699,3437.304612,10648.89242,22997.58176,30134.3643,1078.817216,309.7830541,139,22,30.6,57.1,5.2,21.8,4.7,0.48,4.5,0.8,4.7,1.01,2.8,0.4,3,0.43
346696.4806,70919.59289,10415.88488,3075.483074,7146.907667,28709.88433,33537.97019,1198.685795,232.3372906,146,11,19.5,36.5,2.9,11.5,2.5,0.4,2.4,0.4,2.3,0.49,1.3,0.2,1.4,0.21
289295.4724,85791.53736,42207.65293,11035.55691,29302.32143,33606.14367,18346.26587,6353.034716,1161.686453,412,31,28.9,61.7,5.8,27.8,6.8,1.59,7,1.1,6.8,1.37,3.9,0.6,3.8,0.57
327438.1619,81822.15716,13991.48716,2170.929229,19082.24347,24703.85395,22580.01953,2037.765852,232.3372906,256,16,25,48.9,4.1,17.8,3.6,0.78,3.5,0.6,3.3,0.7,2,0.3,2,0.3
333982.2508,77376.45134,17722.5504,8020.377428,20011.34147,18472.25115,24323.32987,2337.437301,232.3372906,165,13,18.1,35.3,3.1,14,3.1,0.58,2.9,0.5,2.9,0.63,1.8,0.3,1.9,0.3
317294.8241,77376.45134,16634.32362,964.8574349,28944.97605,30416.15652,16519.94076,1618.225824,464.6745811,231,44,23.2,36.9,3.3,14.4,4,1.35,5.8,1.1,7.3,1.72,5.2,0.8,4.9,0.76
251807.1917,100028.381,61018.43011,22794.7569,61463.40594,21068.75232,3320.591108,4195.400284,1394.023743,378,16,4.8,12,1.4,8.3,2.6,0.83,3,0.6,3.4,0.73,2.2,0.3,2.3,0.35
308086.3562,85315.21174,33424.10821,6090.662558,26014.74391,31603.12848,17682.14765,2337.437301,1394.023743,364,19,27.1,55.6,5.1,23.3,5,1.21,4.4,0.7,4,0.81,2.4,0.4,2.6,0.41
315518.5714,84944.73625,23396.87575,8321.895376,23584.7953,33309.40068,16436.92598,1857.962983,464.6745811,463.8,5.05,7.79,15.6,2.11,8.5,1.72,0.56,1.41,0.18,0.99,0.18,0.5,0.072345303,0.44,0.06
249376.5301,85473.98695,63972.18851,48242.87175,59676.67902,24852.22545,4399.783218,4495.071733,1084.240689,450.69,16.02,6.57,15.4,2.27,10.65,2.72,0.9,2.87,0.46,2.77,0.55,1.53,0.222419856,1.36,0.2
255060.3593,82123.66493,54411.33895,32231.17067,53631.24654,25746.38487,26776.12946,6366.95705,818.894388,1371.681635,21.76154522,62.46460253,125.2163076,15.56859985,59.98679377,10.71406577,2.767432873,7.36566353,0.960243187,3.981678255,0.665136153,1.308524429,0.219267551,1.54176496,0.235574025
255392.2434,81978.55196,53089.92072,33126.75578,53300.31822,25733.81602,27745.15349,6418.454947,817.8624774,1402.236019,21.50678104,63.9226594,125.5210022,15.63568652,60.4203855,10.44374897,2.672807444,7.579528746,0.985828958,4.066005734,0.752893502,1.768006077,0.257439532,1.577038187,0.240963599
313181.3968,80710.73071,29226.66206,7839.466659,23227.44992,29674.29904,32375.7633,3655.991676,464.6745811,451.37,17.99,40.12,79.38,8.95,32.61,5.77,1.09,4.46,0.61,3.19,0.6,1.62,0.243174185,1.54,0.22
261296.1206,90237.24319,55344.10476,29428.15177,45239.92553,29229.18456,13116.33488,5693.757528,774.4576352,779.41,14.31,22.44,46.21,5.73,23.35,4.58,1.33,3.86,0.51,2.72,0.51,1.27,0.183941168,1.12,0.15
267840.2095,87326.36437,59308.35945,32684.54561,50885.98259,26113.38316,6309.123105,4015.597415,929.3491622,436.4153668,13.94838167,6.713269907,14.75080649,2.121845194,9.666335311,2.390178656,0.800123913,2.531131695,0.402438861,2.403660377,0.4728141,1.340169355,0.19583516,1.204447364,0.178204928
268307.6444,86532.48833,58064.67171,28945.72305,48598.97213,24852.22545,7305.300437,3835.794545,1006.794926,318,17.2,6.2,13.5,1.95595161,9.2,2.1,0.75,2.3,0.410396546,2.75,0.629370427,1.9,0.29086743,1.88,0.287254658
303832.6984,87326.36437,36377.86661,9889.788708,34019.28049,31899.87147,9380.66988,3116.583068,464.6745811,442,7,7.5,16,2.195950753,9.7,2.4,0.71,2.8,0.356693426,1.4,0.257740854,0.6,0.080831134,0.45,0.068757764
283265.5619,87326.36437,50213.8928,23337.48921,43453.19861,27745.46961,9048.610769,3596.057386,774.4576352,412,12.8,8.8,18.7,2.633845671,12,2.6,0.77,2.4,0.379111206,2.2,0.448896341,1.2,0.180072205,1.14,0.174186335
280460.9524,88384.86576,45316.8723,25629.02562,42881.446,31158.014,8716.551658,3596.057386,697.0118717,420,13.4,8,16.5,2.284563273,10.2,2.4,0.76,2.8,0.408055215,2.1,0.44633003,1.25,0.19467071,1.28,0.19557764
281395.8222,87855.61507,46327.36859,24000.82869,42166.75523,29229.18456,8799.566436,3596.057386,697.0118717,382,15,9,18,2.611319871,12.3,2.6,0.8,2.7,0.424665758,2.45,0.527827744,1.5,0.223939635,1.41,0.215440994
288874.7809,86267.86299,48581.55263,21528.38152,41809.40985,27448.72662,9380.66988,3236.451648,774.4576352,343,11,6.7,15,2.07964475,9.3,2.2,0.67,2,0.320817604,1.9,0.398541159,1.1,0.169285132,1.1,0.168074534
280460.9524,84415.48556,48659.28312,19960.48818,40022.68293,24407.11096,8467.507325,3596.057386,774.4576352,349,12.2,8.5,20,2.630715247,11,2.6,0.73,2.4,0.379111206,2.2,0.448896341,1.2,0.17470264,1.07,0.163490683
287472.4762,85738.61229,46482.82956,20503.22049,42524.10062,27448.72662,8633.536881,3715.925966,774.4576352,360,12,8.8,19,2.67686001,12.2,2.65,0.77,2.65,0.405455785,2.25,0.454445122,1.2,0.17546972,1.08,0.165018634
289809.6508,83621.60952,48270.6307,21106.25639,42524.10062,27597.09811,9048.610769,3715.925966,774.4576352,352,11.6,8.3,18.5,2.598400663,11.8,2.65,0.76,2.9,0.413456868,2.05,0.4151875,1.1,0.161614325,1,0.152795031
286537.6063,88649.49111,46638.29053,16764.39793,39307.99217,28932.44157,7139.270882,3835.794545,697.0118717,396,9.3,6.8,14.5,2.011338576,9,2.1,0.77,2,0.306142808,1.7,0.325158537,0.8,0.120048137,0.76,0.116124224
289809.6508,87326.36437,45472.33326,15075.89742,38593.3014,28709.88433,8218.462992,3596.057386,619.5661082,386,9.5,7.5,16,2.226410272,10,2.3,0.74,2.3,0.34802866,1.9,0.364416159,0.9,0.130068129,0.79,0.120708075
290978.2381,87855.61507,44228.64552,12965.27178,37020.98171,29525.92755,8550.522103,3596.057386,619.5661082,396,9.5,7.5,16,2.195950753,9.7,2.2,0.8,2.5,0.351494566,1.7,0.342221037,0.9,0.124698564,0.72,0.110012422
289809.6508,87432.21451,44772.75891,11638.59281,38021.54879,28561.51283,8467.507325,3596.057386,619.5661082,390,9.6,7.8,17,2.393482139,10.9,2.3,0.75,2.5,0.366169363,1.9,0.364416159,0.9,0.123164402,0.7,0.106956522
285135.3016,89125.81673,42207.65293,11035.55691,36377.76002,27226.16937,7222.28566,3835.794545,464.6745811,415,8,8.3,17.3,2.426343306,11,2.8,0.8,2.4,0.331418117,1.55,0.291449695,0.7,0.09545361,0.54,0.082509317
288874.7809,87326.36437,42440.84438,11578.28922,37163.91987,27893.8411,8550.522103,3536.123096,619.5661082,392,10.2,7.8,16,2.277176136,10.5,2.6,0.73,2.5,0.362500664,1.85,0.341804878,0.8,0.116979814,0.72,0.110012422
289809.6508,87061.73903,43218.14922,11337.07486,36735.10541,28338.95559,8716.551658,3596.057386,542.1203446,408,9,8.8,17.5,2.441481968,11,2.6,0.77,2.5,0.351494566,1.7,0.308096037,0.7,0.103124418,0.64,0.09778882
288874.7809,85738.61229,44073.18455,11276.77127,36449.2291,28190.58409,8716.551658,3715.925966,542.1203446,404,8.8,8.6,16,2.307635655,10.8,2.4,0.73,2.35,0.33422034,1.65,0.302547256,0.7,0.101590256,0.62,0.094732919
295886.3047,88384.86576,42518.57486,10854.64614,36592.16725,30787.08526,8301.47777,4015.597415,542.1203446,455,8,9,20,2.71194063,11.8,2.9,0.88,3.2,0.40764963,1.6,0.314060976,0.8,0.098569876,0.48,0.073341615
291211.9555,86267.86299,42129.92244,12121.02153,36949.51264,27968.02685,8384.492547,3536.123096,619.5661082,385,10,7.8,16,2.267022963,10.4,2.5,0.74,2.4,0.353430312,1.85,0.341804878,0.8,0.116212733,0.71,0.108484472
291211.9555,88014.39027,42440.84438,9648.574349,34519.56403,29006.62732,7637.359548,3715.925966,542.1203446,390,9.8,8.8,17.5,2.492247832,11.5,2.9,0.8,2.55,0.36703584,1.85,0.333273628,0.75,0.106983793,0.64,0.09778882
292146.8254,87855.61507,41974.46148,9286.752811,34305.1568,28932.44157,7803.389104,3655.991676,542.1203446,390,9.6,8.9,18,2.519941315,11.4,2.7,0.8,2.55,0.363367141,1.8,0.319193598,0.7,0.101590256,0.62,0.094732919
292614.2603,87061.73903,39487.08598,9648.574349,35019.84757,30564.52802,8633.536881,3715.925966,542.1203446,454,7.1,9.4,20.7,2.866457677,12.8,2.85,0.82,2.15,0.312410937,1.6,0.279935976,0.6,0.080831134,0.45,0.068757764
